"AlternateTitle","FileIdentifier","Title","Abstract","TopicCategory","Keywords","TemporalExtentBegin","TemporalExtentEnd","DatasetReferenceDate","AdditionalInformationSource","Lineage","DataFormat","ResponsibleOrganisationName","ResponsibleOrganisationEmail","ResponsibleOrganisationRole","LimitationsOnPublicAccess","UseConstraints","SpatialReferenceSystem","Resolution","MetadataDate","MetadataLanguage","MetadataPOCName","MetadataPOCEmail","MetadataPOCRole","ResourceLocator","ResourceType","BBoxNorth","BBoxSouth","BBoxEast","BBoxWest","Path","JNCCReferenceManagerCode","Notes"
"GB000247","","Pagham survey",,"biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000247""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","","","",,"Classification system details: Classified according to 3 types: shingle, mudflat and saltmarsh","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000247&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.78203","50.73312","-0.724728","-0.788725","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000247",,""
"GB000248","","Ribble survey",,"biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000248""}, {""reference-manager-code"", ""OF1309""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","","","",,"Classification system details: Classified according to 2 types: saltmarsh and intertidal mud & sandflat","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000248&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","53.88529","53.45637","-2.808392","-3.224344","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000248","OF1309","Show as orginal habitat only.  Defra data contract Phase I"
"GB000249","","Swale survey - saltmarsh",,"biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000249""}, {""reference-manager-code"", ""R2950?""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","","","","English Nature (2001) Swale and Medway: European Marine Site. English Nature's advice given under Regulation 33(2) of the Conservation (Natural Habitats &c.) Regulations 1994","Classification system details: All polygons are labelled with Saltmarsh as biotope attribute","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000249&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","51.39060","51.31907","0.949569","0.744833","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000249","R2950?",""
"GB000253","","Sanday intertidal biotope map",,"biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000253""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2000-01-01","2000-12-31","2000-12-31","Howson, C (2000) Intertidal survey of Sanday cSAC and SPA. SNH Commissioned Report No: F00PA26","Classification system details: Classified using a combination of MNCR 97.06 and local system","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000253&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","59.31520","59.21715","-2.369073","-2.624160","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000253",,"This is a duplicate of GB000260, SNH0000010_SandayInt_O and SNH000024_SandayInt_O which have now been removed from the metadata catalogue Translation left some blanks due to incorrectly populated translation table."
"GB000255","","Mapping Zostera beds in Special Areas of Conservation: Lindisfarne survey","A map of the intertidal zone around Lindisfarne, North Northumberland.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000255""}, {""reference-manager-code"", ""R2510""}, {""SeabedSurveyPurpose"", ""Nature Conservation""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyTechnique"", ""Aerial Photography""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","1997-01-01","1997-12-31","1997-12-31","BKS Surveys Ltd (1998). Mapping Zostera beds in Special Areas of Conservation by Aerial Photography. English Nature, Taunton.","Classification system details: Classified according to combination of vegetation and zone","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,"1:10,000","2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000255&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","55.69709","55.62704","-1.779163","-1.892901","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000255","R2510","Paper map is very difficult to read"
"GB000258","","Broad scale habitat mapping of intertidal and subtidal coastal areas, Loch Maddy - lifeforms in the outer, central and inner areas","This dataset is a predicted lifeform distribution map for the outer, central and inner areas of Loch Maddy","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000258""}, {""reference-manager-code"", ""R2290""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Aerial Photography""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatu","1995-08-24","1995-10-22","2000-12-31","Entec (1996) Broadscale habitat mapping of intertidal and subtidal coastal areas, Loch Maddy, North Uist. Scottish Natural Heritage Research, Survey and Monitoring Report. No. 76","Classification system details: Classified according to lifeforms. Survey technique details: Biotopes at each site listed from upper to lower shore; RoxAnn 200kHz echosounder with Trimble GPS; digitised aerial photography; towed video; 0.05m2 Van Veen grab","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,"1:30,000","2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000258&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","57.64457","57.58257","-7.096688","-7.212820","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000258","R2290","DUPLICATE: partly overlaps GB000251 & GB000259; fully overlaps GB100029 & GB100030. REMOVED FROM WEBGIS."
"GB000259","","Broad scale habitat mapping of intertidal and subtidal coastal areas, Loch Maddy - lifeforms in the inner area","This dataset is a predicted lifeform distribution map for part of the inner area of Loch Maddy","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000259""}, {""reference-manager-code"", ""R2290""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Aerial Photography""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatu","1995-08-24","1995-10-22","2000-12-31","Entec (1996) Broadscale habitat mapping of intertidal and subtidal coastal areas, Loch Maddy, North Uist. Scottish Natural Heritage Research, Survey and Monitoring Report. No. 76","Classification system details: Classified according to lifeforms. Survey technique details: Biotopes at each site listed from upper to lower shore; RoxAnn 200kHz echosounder with Trimble GPS; digitised aerial photography; towed video; 0.05m2 Van Veen grab","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,"1:20,000","2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000259&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","57.64903","57.61407","-7.161332","-7.213535","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000259","R2290","DUPLICATE: partly overlaps GB000258 and v small part of GB100029"
"GB000263","","Broadscale survey and mapping of seabed and shore habitats and biota, Dornoch Firth pSAC - biotopes","The aim of this survey was to map the biotopes in the area of Dornoch Firth between Bonar Bridge and a line extending from Dornoch to the mid-point of the intertidal rocks west of Portmahomack. This dataset is a map of the predicted biotope distributions for this area.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000263""}, {""reference-manager-code"", ""R3361""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Aerial photography""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"",","1996-08-28","1996-09-09","2000-12-31","Munro C & Nunny R (2000). Broadscale survey and mapping of seabed and shore habitats and biota, Dornoch Firth pSAC. Scottish Natural Heritage commissioned report F97PA03 (Unpublished report)","Classification system details: Classified according to highly modified version of MNCR 97.06 scheme. Some polygons contain only substrate information, or lifeform information. Other polygons contain many MNCR codes. Associated datasets: GB000264","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000263&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","57.88998","57.80767","-3.844256","-4.364187","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000263","R3361","DUPLICATE: covers same area as GB000264 (in more detail)"
"GB000268","","Broadscale survey and mapping of the seabed and shore habitats and biota: St Kilda cSAC: subtidal lifeforms","A map of predicted subtidal lifeforms around St Kilda including Hirta, Dun, Levenish, Soay and Boreray","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000268""}, {""reference-manager-code"", ""R2504, OF1309""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","1997-01-01","1997-12-31","2000-12-31","Posford Duvivier Environment (2000). Broadscale survey and mapping of the seabed and shore habitats and biota: St Kilda cSAC. Scottish Natural Heritage Commissioned Report No: F97PA01","Classification system details: Classified according to lifeforms. Some polygons hold only substrate information.. Associated datasets: GB000269; GB000270; GB000271","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000268&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","57.89432","57.74507","-8.450603","-8.669368","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000268","R2504, OF1309","DUPLICATE: covers same area and derived from same data source as GB000269, GB000270 & GB000271. Quick translation complete - to be translated/validated.  Defra data contract Phase I"
"GB000272","","Broadscale survey and mapping of seabed and shore habitats and biota, Lochs Duich, Alsh and Long. ","A map of the distribution and extent of marine littoral and sublittoral biotopes within Lochs Duich, Long and Alsh, on the north west coast of Scotland. Shore surveys were carried out to record the biotopes occurring within the survey area. Sublittoral acoustic surveys were carried out within the lochs, with ground validation of acoustic data by video sampling, and grab sampling of sediments for infaunal and particle size analysis. The electronic GIS shapefile only maps sublittoral biotopes. Biotopes mapped during shore surveys are not available in electronic format.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000272""}, {""reference-manager-code"", ""R2423, OF1309""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","1996-01-01","1996-12-31","1997-12-31","ENTEC (1997). Broadscale survey and mapping of seabed and shore habitats and biota, Lochs Duich, Alsh and Long. SNH commissioned report No: F97PA05.","Classification system details: Classified according to lifeforms","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000272&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","57.31623","57.20694","-5.403565","-5.748832","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000272","R2423, OF1309","Non-simple topology: failed to simplify. Overlaps GB100100 but different data source.
CHECK WITH SNH - can we have the non-electronic data from shore surveys?  Defra data contract Phase I"
"GB000273","","Broad scale survey and mapping of seabed and shore habitats and biota, Papa Stour Shetland.","A survey of habitats and biota within the Papa Stour cSAC","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000273""}, {""reference-manager-code"", ""R2424, R2499, OF1309""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","1997-01-01","1997-12-31","1997-12-31","ENTEC (1997). Broad scale survey and mapping of seabed and shore habitats and biota, Papa Stour Shetland.","Classification system details: Classified according to lifeforms. Some polygons hold only substrate information. Survey technique details: Roxann 200Khz echo sounder 17 ° beam width. Diver survey in selected caves","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000273&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","60.35793","60.30106","-1.637170","-1.773223","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000273","R2424, R2499, OF1309","Non-simple topology: failed to simplify.  Defra data contract Phase I"
"GB000277","","Broad scale survey and mapping of the seabed and shore habitats and biota: Vadills cSAC Shetland - shore types","A map of the shore types within the Vadills cSAC","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000277""}, {""reference-manager-code"", ""R2500, OF1309""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","1997-09-16","1997-09-19","1997-12-31","ENTEC (1997). Broadscale survey and mapping of shore habitats and biota, Vadills cSAC Shetland. Scottish Natural Heritage commissioned report F97PA0","Classification system details: Classified according to a local classification which groups MNCR 97.02 biotopes into 'shore types'. Survey technique details: Suitable aerial photographs were not available for this survey. Associated datasets: GB000275; GB0","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)","http://www.opengis.net/def/crs/EPSG/0/27700",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000277&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","60.29828","60.27164","-1.458635","-1.486421","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000277","R2500, OF1309","DUPLICATE: covers same area and derived from same data as GB000276. Currently on webGIS as Original Habitat  Defra data contract Phase I"
"GB000278","","Broadscale intertidal survey, Loch Laxford cSAC, 2001.","Broadscale intertidal survey of Loch Laxford cSAC, biotope mapping.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000278""}, {""reference-manager-code"", ""RM1978""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2001-01-01","2001-12-31","2001-12-31","Posford Haskoning Ltd (2001). Broadscale intertidal survey, Loch Laxford cSAC, 2001. SNH Commissioned Report No: FA01AA401D.","Classification system details: Classified according to MNCR 97.06 scheme","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000278&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","58.43884","58.36740","-5.014749","-5.135622","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000278","RM1978",""
"GB000279","","Firth of Forth intertidal biotope map","Broadscale intertidal survey of the Firth of Forth, biotope mapping.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000279""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2001-01-01","2001-12-31","2002-12-31","Posford Haskoning (2002). Broadscale intertidal survey of the Firth of Forth. SNH Commissioned Report No: F01AA407.","Classification system details: Classified according to MNCR 97.06 scheme","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000279&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","56.28211","55.91267","-2.525639","-3.410875","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000279",,""
"GB000281","","MNCR Area Summaries - South-east Scotland and north-east England","The coast from North Berwick in Lothian to Flamborough Head in the East Riding of Yorkshire has been studied as part of the Marine Nature Conservation Review programme (MNCR Sector 5). This included field surveys of the shores and nearshore subtidal zone to describe biotopes. Comparable data from other organisations have been added to provide information on over 1000 sites within the region and analysed to classify the biotopes present. The information available for MNCR Sector 5 is presented as 24 area summaries.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000281""}, {""reference-manager-code"", ""B229, OF1309""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement not required - owned by JN","1992-01-01","1993-12-31","","Brazier, D.P., Davies, J., Holt, R.H.F., & Murray, E. (1998) Marine Nature Conservation Review Sector 5. South-east Scotland and north-east England: area summaries. Peterborough, Joint Nature Conservation Committee. (Coasts and seas of the United Kingdom.","Classification system details: Classified according to MNCR 97.06 scheme","Geographic Information System","Joint Nature Conservation Committee","xcomment@jncc.gov.uk","originator","Data Provider Agreement not required - owned by JNCC or MESH - FULL ACCESS","Data available for non-commercial use; contact the data owner",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000281&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","57.88348","53.68225","0.063781","-4.521867","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000281","B229, OF1309","These Shapefiles have been merged together but have overlapping polygons with disagreeing attributes.  Defra data contract Phase I"
"GB100069","","Flamborough Head cSAC intertidal biotope map","This dataset is a biotope map resulting from a mapping survey of intertidal biotopes in the Flamborough Head cSAC carried out for English Nature.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB100069""}, {""reference-manager-code"", ""R2884""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","2001-01-01","2001-12-31","2001-12-31","Howson, C.M. , 2001. Flamborough Head cSAC intertidal survey. English Nature Research Report.","Classification system details: 97.06 version. A variation on.. Associated datasets: GB100070; GB100071","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/27700",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB100069&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.16779","54.07408","-0.071594","-0.239350","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB100069","R2884","DUPLICATE: same area and same data source as GB100070 & GB100071. EnvPriority 3. Dataset sent in first delivery had non-simple topo and failed to dissolve. Delivery in Feb 06 corrected this problem. POLYGON number overwritten due to multipart polygons."
"GB100072","","Plymouth Sound substrate map",,"biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB100072""}, {""reference-manager-code"", ""R2223""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""OriginalSeabedClassificationSystem"", ""Substrate only""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","1996-07-01","1996-12-31","1996-12-31","Posford Duvivier Environment (1997). Broad scale biological mapping of Plymouth Sound and Estuaries. English Nature Research Report No. 208","Classification system details: Substrate only with some clusters unclassified. Associated datasets:  ","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/27700",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB100072&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.35980","50.30416","-4.128491","-4.168006","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB100072","R2223","EnvPriority 2. Non-simple topology but sucessfully cleaned. POLYGON number overwritten due to multipart polygons."
